2026-06-23 19:58:21.894 | INFO     | app.main:<module>:20 - Initializing database schema...
2026-06-23 19:58:25.998 | ERROR    | app.main:<module>:24 - Failed to initialize database tables: (psycopg2.OperationalError) connection to server at "localhost" (::1), port 5432 failed: Connection refused (0x0000274D/10061)
	Is the server running on that host and accepting TCP/IP connections?
connection to server at "localhost" (127.0.0.1), port 5432 failed: Connection refused (0x0000274D/10061)
	Is the server running on that host and accepting TCP/IP connections?

(Background on this error at: https://sqlalche.me/e/20/e3q8)
2026-06-23 19:58:31.491 | INFO     | app.api.dashboard:get_dashboard_data:31 - Retrieving dashboard for user dev@aura.io in workspace 1
2026-06-23 19:58:31.499 | WARNING  | app.services.google_service:get_google_credentials:27 - No Google OAuth connection found for user ID: 1
2026-06-23 19:58:31.500 | INFO     | app.services.google_service:get_calendar_events:74 - Serving mock calendar events for user 1
2026-06-23 19:58:31.622 | INFO     | app.api.dashboard:get_dashboard_data:31 - Retrieving dashboard for user dev@aura.io in workspace 1
2026-06-23 19:58:31.623 | WARNING  | app.services.google_service:get_google_credentials:27 - No Google OAuth connection found for user ID: 1
2026-06-23 19:58:31.624 | INFO     | app.services.google_service:get_calendar_events:74 - Serving mock calendar events for user 1
2026-06-23 19:58:31.735 | INFO     | app.api.dashboard:get_dashboard_data:31 - Retrieving dashboard for user dev@aura.io in workspace 1
2026-06-23 19:58:31.736 | WARNING  | app.services.google_service:get_google_credentials:27 - No Google OAuth connection found for user ID: 1
2026-06-23 19:58:31.736 | INFO     | app.services.google_service:get_calendar_events:74 - Serving mock calendar events for user 1
2026-06-23 19:58:31.794 | INFO     | app.api.meetings:prepare_meeting:64 - User dev@aura.io triggered preparation for meeting ID 1
2026-06-23 19:58:31.820 | INFO     | app.services.agent_service:meeting_metadata_node:41 - Node 1: Extracting metadata for meeting ID 1
2026-06-23 19:58:31.827 | INFO     | app.services.agent_service:email_retrieval_node:78 - Node 2: Retrieving relevant email threads for meeting ID 1
2026-06-23 19:58:31.830 | WARNING  | app.services.google_service:get_google_credentials:27 - No Google OAuth connection found for user ID: 1
2026-06-23 19:58:31.830 | INFO     | app.services.google_service:get_gmail_threads:101 - Serving mock Gmail threads for user 1
2026-06-23 19:58:31.834 | INFO     | app.services.agent_service:research_node:115 - Node 3: Performing web enrichment for company profiles
2026-06-23 19:58:31.838 | INFO     | app.services.research_service:search_company_news:19 - SerpAPI API key not set. Returning mock news for: Venturecapital
